"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Broward County, FL"	"12011"	"2015"	"2015"	"Nov., 2015"	"2015/11"	15	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2015"	"2015"	"Dec., 2015"	"2015/12"	19	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"Jan., 2016"	"2016/01"	20	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"Feb., 2016"	"2016/02"	22	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"Mar., 2016"	"2016/03"	15	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"Apr., 2016"	"2016/04"	19	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"Jun., 2016"	"2016/06"	32	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"Jul., 2016"	"2016/07"	22	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"Aug., 2016"	"2016/08"	23	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"Sep., 2016"	"2016/09"	19	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"Oct., 2016"	"2016/10"	17	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"Nov., 2016"	"2016/11"	19	Not Applicable	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2016"	"2016"	"Dec., 2016"	"2016/12"	18	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2014"	"2014"	"Jan., 2014"	"2014/01"	11	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2014"	"2014"	"Feb., 2014"	"2014/02"	11	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2014"	"2014"	"Mar., 2014"	"2014/03"	13	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2014"	"2014"	"Apr., 2014"	"2014/04"	12	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2014"	"2014"	"Jun., 2014"	"2014/06"	10	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2014"	"2014"	"Jul., 2014"	"2014/07"	11	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2014"	"2014"	"Aug., 2014"	"2014/08"	11	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2014"	"2014"	"Sep., 2014"	"2014/09"	10	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2014"	"2014"	"Dec., 2014"	"2014/12"	12	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2015"	"2015"	"Jan., 2015"	"2015/01"	19	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2015"	"2015"	"Feb., 2015"	"2015/02"	10	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2015"	"2015"	"Mar., 2015"	"2015/03"	15	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2015"	"2015"	"Apr., 2015"	"2015/04"	13	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2015"	"2015"	"Jun., 2015"	"2015/06"	16	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2015"	"2015"	"Jul., 2015"	"2015/07"	14	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2015"	"2015"	"Sep., 2015"	"2015/09"	10	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2015"	"2015"	"Oct., 2015"	"2015/10"	13	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2015"	"2015"	"Nov., 2015"	"2015/11"	23	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2015"	"2015"	"Dec., 2015"	"2015/12"	14	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2016"	"2016"	"Jan., 2016"	"2016/01"	12	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2016"	"2016"	"Mar., 2016"	"2016/03"	11	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2016"	"2016"	"Apr., 2016"	"2016/04"	11	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2016"	"2016"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2016"	"2016"	"Jun., 2016"	"2016/06"	10	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2016"	"2016"	"Aug., 2016"	"2016/08"	14	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2016"	"2016"	"Sep., 2016"	"2016/09"	12	Not Applicable	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2016"	"2016"	"Oct., 2016"	"2016/10"	12	Not Applicable	Not Applicable	Not Applicable
	"Escambia County, FL"	"12033"	"2016"	"2016"	"Sep., 2016"	"2016/09"	12	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Jan., 2014"	"2014/01"	12	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Feb., 2014"	"2014/02"	16	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Apr., 2014"	"2014/04"	13	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"May, 2014"	"2014/05"	17	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Jun., 2014"	"2014/06"	15	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Jul., 2014"	"2014/07"	18	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Aug., 2014"	"2014/08"	26	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Sep., 2014"	"2014/09"	15	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Oct., 2014"	"2014/10"	19	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Nov., 2014"	"2014/11"	13	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2014"	"2014"	"Dec., 2014"	"2014/12"	18	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"Jan., 2015"	"2015/01"	16	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"Feb., 2015"	"2015/02"	19	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"Mar., 2015"	"2015/03"	14	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"Apr., 2015"	"2015/04"	21	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"May, 2015"	"2015/05"	22	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"Jun., 2015"	"2015/06"	18	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"Jul., 2015"	"2015/07"	11	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"Aug., 2015"	"2015/08"	19	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"Sep., 2015"	"2015/09"	17	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"Oct., 2015"	"2015/10"	10	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"Nov., 2015"	"2015/11"	14	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2015"	"2015"	"Dec., 2015"	"2015/12"	18	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"Jan., 2016"	"2016/01"	11	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"Feb., 2016"	"2016/02"	12	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"Mar., 2016"	"2016/03"	13	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"Apr., 2016"	"2016/04"	11	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"May, 2016"	"2016/05"	16	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"Jun., 2016"	"2016/06"	17	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"Jul., 2016"	"2016/07"	14	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"Aug., 2016"	"2016/08"	13	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"Sep., 2016"	"2016/09"	11	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"Oct., 2016"	"2016/10"	16	Not Applicable	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2016"	"2016"	"Dec., 2016"	"2016/12"	21	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2014"	"2014"	"Jan., 2014"	"2014/01"	12	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2014"	"2014"	"Feb., 2014"	"2014/02"	12	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2014"	"2014"	"Mar., 2014"	"2014/03"	10	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2014"	"2014"	"Apr., 2014"	"2014/04"	12	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2014"	"2014"	"Jun., 2014"	"2014/06"	12	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2014"	"2014"	"Aug., 2014"	"2014/08"	17	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2014"	"2014"	"Sep., 2014"	"2014/09"	15	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2014"	"2014"	"Oct., 2014"	"2014/10"	15	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2014"	"2014"	"Nov., 2014"	"2014/11"	10	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2014"	"2014"	"Dec., 2014"	"2014/12"	18	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2015"	"2015"	"Feb., 2015"	"2015/02"	10	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2015"	"2015"	"May, 2015"	"2015/05"	10	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2015"	"2015"	"Jun., 2015"	"2015/06"	14	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2015"	"2015"	"Jul., 2015"	"2015/07"	13	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2015"	"2015"	"Aug., 2015"	"2015/08"	12	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2015"	"2015"	"Oct., 2015"	"2015/10"	14	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2016"	"2016"	"Mar., 2016"	"2016/03"	10	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2016"	"2016"	"Apr., 2016"	"2016/04"	11	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2016"	"2016"	"Jun., 2016"	"2016/06"	11	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2016"	"2016"	"Aug., 2016"	"2016/08"	14	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2016"	"2016"	"Sep., 2016"	"2016/09"	13	Not Applicable	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2016"	"2016"	"Oct., 2016"	"2016/10"	10	Not Applicable	Not Applicable	Not Applicable
	"Manatee County, FL"	"12081"	"2016"	"2016"	"May, 2016"	"2016/05"	10	Not Applicable	Not Applicable	Not Applicable
	"Manatee County, FL"	"12081"	"2016"	"2016"	"Aug., 2016"	"2016/08"	14	Not Applicable	Not Applicable	Not Applicable
	"Manatee County, FL"	"12081"	"2016"	"2016"	"Sep., 2016"	"2016/09"	10	Not Applicable	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"2015"	"2015"	"Mar., 2015"	"2015/03"	11	Not Applicable	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"2015"	"2015"	"Jul., 2015"	"2015/07"	10	Not Applicable	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Marion County, FL"	"12083"	"2016"	"2016"	"Aug., 2016"	"2016/08"	12	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"Jan., 2014"	"2014/01"	16	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"Feb., 2014"	"2014/02"	26	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"Mar., 2014"	"2014/03"	24	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"Apr., 2014"	"2014/04"	25	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"May, 2014"	"2014/05"	19	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"Jun., 2014"	"2014/06"	26	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"Jul., 2014"	"2014/07"	20	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"Aug., 2014"	"2014/08"	32	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"Sep., 2014"	"2014/09"	16	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"Oct., 2014"	"2014/10"	12	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"Nov., 2014"	"2014/11"	21	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2014"	"2014"	"Dec., 2014"	"2014/12"	15	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"Jan., 2015"	"2015/01"	22	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"Feb., 2015"	"2015/02"	27	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"Mar., 2015"	"2015/03"	23	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"Apr., 2015"	"2015/04"	22	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"May, 2015"	"2015/05"	25	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"Jun., 2015"	"2015/06"	18	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"Jul., 2015"	"2015/07"	24	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"Aug., 2015"	"2015/08"	21	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"Sep., 2015"	"2015/09"	30	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"Oct., 2015"	"2015/10"	28	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"Nov., 2015"	"2015/11"	19	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2015"	"2015"	"Dec., 2015"	"2015/12"	25	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Jan., 2016"	"2016/01"	25	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Feb., 2016"	"2016/02"	23	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Mar., 2016"	"2016/03"	17	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Apr., 2016"	"2016/04"	21	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"May, 2016"	"2016/05"	22	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Jun., 2016"	"2016/06"	20	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Jul., 2016"	"2016/07"	25	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Aug., 2016"	"2016/08"	16	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Sep., 2016"	"2016/09"	16	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Oct., 2016"	"2016/10"	27	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Nov., 2016"	"2016/11"	23	Not Applicable	Not Applicable	Not Applicable
	"Miami-Dade County, FL"	"12086"	"2016"	"2016"	"Dec., 2016"	"2016/12"	16	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2014"	"2014"	"Jan., 2014"	"2014/01"	15	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2014"	"2014"	"Apr., 2014"	"2014/04"	12	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2014"	"2014"	"May, 2014"	"2014/05"	12	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2014"	"2014"	"Jun., 2014"	"2014/06"	12	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2014"	"2014"	"Oct., 2014"	"2014/10"	21	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2014"	"2014"	"Dec., 2014"	"2014/12"	13	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2015"	"2015"	"Jan., 2015"	"2015/01"	13	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2015"	"2015"	"Feb., 2015"	"2015/02"	12	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2015"	"2015"	"Mar., 2015"	"2015/03"	13	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2015"	"2015"	"May, 2015"	"2015/05"	15	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2015"	"2015"	"Jun., 2015"	"2015/06"	12	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2015"	"2015"	"Jul., 2015"	"2015/07"	12	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2015"	"2015"	"Aug., 2015"	"2015/08"	12	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2015"	"2015"	"Sep., 2015"	"2015/09"	13	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2015"	"2015"	"Nov., 2015"	"2015/11"	11	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2015"	"2015"	"Dec., 2015"	"2015/12"	11	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2016"	"2016"	"Jan., 2016"	"2016/01"	10	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2016"	"2016"	"May, 2016"	"2016/05"	12	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2016"	"2016"	"Aug., 2016"	"2016/08"	11	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2016"	"2016"	"Sep., 2016"	"2016/09"	13	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2016"	"2016"	"Oct., 2016"	"2016/10"	16	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2016"	"2016"	"Nov., 2016"	"2016/11"	12	Not Applicable	Not Applicable	Not Applicable
	"Orange County, FL"	"12095"	"2016"	"2016"	"Dec., 2016"	"2016/12"	12	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Jan., 2014"	"2014/01"	20	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Feb., 2014"	"2014/02"	24	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Mar., 2014"	"2014/03"	18	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Apr., 2014"	"2014/04"	13	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"May, 2014"	"2014/05"	21	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Jun., 2014"	"2014/06"	15	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Jul., 2014"	"2014/07"	25	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Aug., 2014"	"2014/08"	17	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Sep., 2014"	"2014/09"	24	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Oct., 2014"	"2014/10"	17	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Nov., 2014"	"2014/11"	23	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2014"	"2014"	"Dec., 2014"	"2014/12"	26	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Jan., 2015"	"2015/01"	18	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Feb., 2015"	"2015/02"	20	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Mar., 2015"	"2015/03"	24	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Apr., 2015"	"2015/04"	19	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"May, 2015"	"2015/05"	27	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Jun., 2015"	"2015/06"	23	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Jul., 2015"	"2015/07"	16	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Aug., 2015"	"2015/08"	12	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Sep., 2015"	"2015/09"	18	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Oct., 2015"	"2015/10"	22	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Nov., 2015"	"2015/11"	11	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2015"	"2015"	"Dec., 2015"	"2015/12"	17	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Jan., 2016"	"2016/01"	14	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Feb., 2016"	"2016/02"	17	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Mar., 2016"	"2016/03"	21	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Apr., 2016"	"2016/04"	18	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"May, 2016"	"2016/05"	21	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Jun., 2016"	"2016/06"	17	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Jul., 2016"	"2016/07"	31	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Aug., 2016"	"2016/08"	15	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Sep., 2016"	"2016/09"	17	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Oct., 2016"	"2016/10"	18	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Nov., 2016"	"2016/11"	26	Not Applicable	Not Applicable	Not Applicable
	"Palm Beach County, FL"	"12099"	"2016"	"2016"	"Dec., 2016"	"2016/12"	15	Not Applicable	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"2014"	"2014"	"Apr., 2014"	"2014/04"	10	Not Applicable	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"2014"	"2014"	"Jul., 2014"	"2014/07"	14	Not Applicable	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"2014"	"2014"	"Aug., 2014"	"2014/08"	17	Not Applicable	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"2014"	"2014"	"Sep., 2014"	"2014/09"	14	Not Applicable	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"2014"	"2014"	"Oct., 2014"	"2014/10"	12	Not Applicable	Not Applicable	Not Applicable
	"Pasco County, FL"	"12101"	"2014"	"2014"	"Dec., 2014"	"2014/12"	10	Not Applicable	Not Applicable	Not Applicable
