"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"El Paso County, CO"	"08041"	"2011"	"2011"	"Jan., 2011"	"2011/01"	12	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2011"	"2011"	"Mar., 2011"	"2011/03"	14	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2011"	"2011"	"Apr., 2011"	"2011/04"	10	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2011"	"2011"	"May, 2011"	"2011/05"	12	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2011"	"2011"	"Jul., 2011"	"2011/07"	10	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2011"	"2011"	"Aug., 2011"	"2011/08"	11	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2011"	"2011"	"Sep., 2011"	"2011/09"	11	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2012"	"2012"	"Jan., 2012"	"2012/01"	11	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2012"	"2012"	"Mar., 2012"	"2012/03"	15	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2012"	"2012"	"Apr., 2012"	"2012/04"	18	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2012"	"2012"	"May, 2012"	"2012/05"	13	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2012"	"2012"	"Jun., 2012"	"2012/06"	12	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2012"	"2012"	"Jul., 2012"	"2012/07"	18	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2012"	"2012"	"Aug., 2012"	"2012/08"	13	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2012"	"2012"	"Sep., 2012"	"2012/09"	13	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2012"	"2012"	"Oct., 2012"	"2012/10"	13	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2013"	"2013"	"Jan., 2013"	"2013/01"	15	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2013"	"2013"	"Feb., 2013"	"2013/02"	13	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2013"	"2013"	"Apr., 2013"	"2013/04"	24	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2013"	"2013"	"May, 2013"	"2013/05"	13	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2013"	"2013"	"Jun., 2013"	"2013/06"	11	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2013"	"2013"	"Jul., 2013"	"2013/07"	10	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2013"	"2013"	"Aug., 2013"	"2013/08"	11	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2013"	"2013"	"Sep., 2013"	"2013/09"	13	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2013"	"2013"	"Oct., 2013"	"2013/10"	16	Not Applicable	Not Applicable
	"El Paso County, CO"	"08041"	"2013"	"2013"	"Dec., 2013"	"2013/12"	11	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"Feb., 2010"	"2010/02"	10	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"Mar., 2010"	"2010/03"	11	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"Apr., 2010"	"2010/04"	10	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"Jul., 2010"	"2010/07"	10	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"Sep., 2010"	"2010/09"	10	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"Oct., 2010"	"2010/10"	11	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2010"	"2010"	"Dec., 2010"	"2010/12"	12	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"Mar., 2011"	"2011/03"	10	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"May, 2011"	"2011/05"	10	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"Aug., 2011"	"2011/08"	12	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2011"	"2011"	"Oct., 2011"	"2011/10"	13	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"Apr., 2012"	"2012/04"	14	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"May, 2012"	"2012/05"	14	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"Jun., 2012"	"2012/06"	12	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"Jul., 2012"	"2012/07"	11	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"Aug., 2012"	"2012/08"	17	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"Sep., 2012"	"2012/09"	10	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2012"	"2012"	"Oct., 2012"	"2012/10"	11	Not Applicable	Not Applicable
	"Jefferson County, CO"	"08059"	"2013"	"2013"	"Jul., 2013"	"2013/07"	14	Not Applicable	Not Applicable
	"Larimer County, CO"	"08069"	"2011"	"2011"	"Jul., 2011"	"2011/07"	12	Not Applicable	Not Applicable
	"Larimer County, CO"	"08069"	"2012"	"2012"	"Jul., 2012"	"2012/07"	11	Not Applicable	Not Applicable
	"Mesa County, CO"	"08077"	"2011"	"2011"	"Mar., 2011"	"2011/03"	11	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"2010"	"2010"	"Oct., 2010"	"2010/10"	12	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"Apr., 2011"	"2011/04"	10	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"2011"	"2011"	"Sep., 2011"	"2011/09"	10	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"May, 2012"	"2012/05"	14	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"2012"	"2012"	"Sep., 2012"	"2012/09"	12	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"May, 2013"	"2013/05"	12	Not Applicable	Not Applicable
	"Fairfield County, CT"	"09001"	"2013"	"2013"	"Aug., 2013"	"2013/08"	12	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"2010"	"2010"	"Aug., 2010"	"2010/08"	11	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"2010"	"2010"	"Nov., 2010"	"2010/11"	12	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"2011"	"2011"	"Apr., 2011"	"2011/04"	11	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"2012"	"2012"	"Jan., 2012"	"2012/01"	10	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"2012"	"2012"	"Sep., 2012"	"2012/09"	10	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"2012"	"2012"	"Dec., 2012"	"2012/12"	12	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"2013"	"2013"	"Apr., 2013"	"2013/04"	10	Not Applicable	Not Applicable
	"Hartford County, CT"	"09003"	"2013"	"2013"	"Oct., 2013"	"2013/10"	11	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"2011"	"2011"	"Jan., 2011"	"2011/01"	10	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"2011"	"2011"	"Apr., 2011"	"2011/04"	11	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"2011"	"2011"	"Jul., 2011"	"2011/07"	12	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"2011"	"2011"	"Aug., 2011"	"2011/08"	12	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"2011"	"2011"	"Sep., 2011"	"2011/09"	13	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"2012"	"2012"	"Mar., 2012"	"2012/03"	11	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"2013"	"2013"	"Mar., 2013"	"2013/03"	10	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"2013"	"2013"	"Jul., 2013"	"2013/07"	10	Not Applicable	Not Applicable
	"New Haven County, CT"	"09009"	"2013"	"2013"	"Oct., 2013"	"2013/10"	13	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"2010"	"2010"	"Jan., 2010"	"2010/01"	10	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"2012"	"2012"	"Oct., 2012"	"2012/10"	10	Not Applicable	Not Applicable
	"New Castle County, DE"	"10003"	"2013"	"2013"	"Mar., 2013"	"2013/03"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2010"	"2010"	"Aug., 2010"	"2010/08"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2010"	"2010"	"Sep., 2010"	"2010/09"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2010"	"2010"	"Oct., 2010"	"2010/10"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2010"	"2010"	"Nov., 2010"	"2010/11"	12	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2011"	"2011"	"Mar., 2011"	"2011/03"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2011"	"2011"	"Apr., 2011"	"2011/04"	10	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2011"	"2011"	"May, 2011"	"2011/05"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2011"	"2011"	"Aug., 2011"	"2011/08"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2011"	"2011"	"Nov., 2011"	"2011/11"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2012"	"2012"	"Jan., 2012"	"2012/01"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2012"	"2012"	"Jun., 2012"	"2012/06"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2012"	"2012"	"Jul., 2012"	"2012/07"	13	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2012"	"2012"	"Aug., 2012"	"2012/08"	15	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2012"	"2012"	"Oct., 2012"	"2012/10"	16	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2012"	"2012"	"Nov., 2012"	"2012/11"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2013"	"2013"	"Jan., 2013"	"2013/01"	17	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2013"	"2013"	"Feb., 2013"	"2013/02"	14	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2013"	"2013"	"Mar., 2013"	"2013/03"	11	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2013"	"2013"	"Apr., 2013"	"2013/04"	15	Not Applicable	Not Applicable
	"Brevard County, FL"	"12009"	"2013"	"2013"	"Nov., 2013"	"2013/11"	12	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"Jan., 2010"	"2010/01"	28	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"Feb., 2010"	"2010/02"	14	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"Mar., 2010"	"2010/03"	19	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"Apr., 2010"	"2010/04"	10	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"May, 2010"	"2010/05"	20	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"Jun., 2010"	"2010/06"	29	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"Jul., 2010"	"2010/07"	33	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"Aug., 2010"	"2010/08"	16	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"Sep., 2010"	"2010/09"	24	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"Oct., 2010"	"2010/10"	34	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"Nov., 2010"	"2010/11"	19	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2010"	"2010"	"Dec., 2010"	"2010/12"	12	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Jan., 2011"	"2011/01"	23	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Feb., 2011"	"2011/02"	18	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Mar., 2011"	"2011/03"	26	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Apr., 2011"	"2011/04"	22	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"May, 2011"	"2011/05"	21	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Jun., 2011"	"2011/06"	16	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Jul., 2011"	"2011/07"	19	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Aug., 2011"	"2011/08"	25	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Sep., 2011"	"2011/09"	22	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Oct., 2011"	"2011/10"	17	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Nov., 2011"	"2011/11"	16	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2011"	"2011"	"Dec., 2011"	"2011/12"	18	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Jan., 2012"	"2012/01"	17	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Feb., 2012"	"2012/02"	20	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Mar., 2012"	"2012/03"	20	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Apr., 2012"	"2012/04"	21	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"May, 2012"	"2012/05"	23	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Jun., 2012"	"2012/06"	20	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Jul., 2012"	"2012/07"	12	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Aug., 2012"	"2012/08"	22	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Sep., 2012"	"2012/09"	28	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Oct., 2012"	"2012/10"	25	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Nov., 2012"	"2012/11"	18	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2012"	"2012"	"Dec., 2012"	"2012/12"	17	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"Jan., 2013"	"2013/01"	18	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"Feb., 2013"	"2013/02"	11	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"Mar., 2013"	"2013/03"	19	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"Apr., 2013"	"2013/04"	20	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"May, 2013"	"2013/05"	20	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"Jun., 2013"	"2013/06"	18	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"Jul., 2013"	"2013/07"	15	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"Aug., 2013"	"2013/08"	22	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"Sep., 2013"	"2013/09"	25	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"Oct., 2013"	"2013/10"	13	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"Nov., 2013"	"2013/11"	13	Not Applicable	Not Applicable
	"Broward County, FL"	"12011"	"2013"	"2013"	"Dec., 2013"	"2013/12"	18	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2010"	"2010"	"Mar., 2010"	"2010/03"	14	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2010"	"2010"	"Apr., 2010"	"2010/04"	10	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2010"	"2010"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2010"	"2010"	"Jun., 2010"	"2010/06"	16	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2010"	"2010"	"Oct., 2010"	"2010/10"	13	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2010"	"2010"	"Nov., 2010"	"2010/11"	11	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2011"	"2011"	"Jan., 2011"	"2011/01"	15	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2011"	"2011"	"Feb., 2011"	"2011/02"	12	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2011"	"2011"	"Mar., 2011"	"2011/03"	13	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2011"	"2011"	"May, 2011"	"2011/05"	12	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2011"	"2011"	"Jun., 2011"	"2011/06"	11	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2011"	"2011"	"Jul., 2011"	"2011/07"	10	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2011"	"2011"	"Sep., 2011"	"2011/09"	10	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2011"	"2011"	"Oct., 2011"	"2011/10"	11	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2011"	"2011"	"Nov., 2011"	"2011/11"	16	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2011"	"2011"	"Dec., 2011"	"2011/12"	11	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2012"	"2012"	"Jan., 2012"	"2012/01"	14	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2012"	"2012"	"Feb., 2012"	"2012/02"	10	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2012"	"2012"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2012"	"2012"	"Apr., 2012"	"2012/04"	10	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2012"	"2012"	"May, 2012"	"2012/05"	16	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2012"	"2012"	"Jun., 2012"	"2012/06"	16	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2012"	"2012"	"Jul., 2012"	"2012/07"	10	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2012"	"2012"	"Aug., 2012"	"2012/08"	19	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2012"	"2012"	"Sep., 2012"	"2012/09"	13	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2012"	"2012"	"Nov., 2012"	"2012/11"	13	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2012"	"2012"	"Dec., 2012"	"2012/12"	14	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2013"	"2013"	"Jan., 2013"	"2013/01"	11	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2013"	"2013"	"Apr., 2013"	"2013/04"	16	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2013"	"2013"	"May, 2013"	"2013/05"	11	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2013"	"2013"	"Jul., 2013"	"2013/07"	18	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2013"	"2013"	"Aug., 2013"	"2013/08"	12	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2013"	"2013"	"Sep., 2013"	"2013/09"	12	Not Applicable	Not Applicable
	"Duval County, FL"	"12031"	"2013"	"2013"	"Oct., 2013"	"2013/10"	14	Not Applicable	Not Applicable
	"Escambia County, FL"	"12033"	"2012"	"2012"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2010"	"2010"	"Feb., 2010"	"2010/02"	10	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2010"	"2010"	"Mar., 2010"	"2010/03"	11	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2010"	"2010"	"May, 2010"	"2010/05"	10	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2010"	"2010"	"Jun., 2010"	"2010/06"	16	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2010"	"2010"	"Jul., 2010"	"2010/07"	11	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2010"	"2010"	"Aug., 2010"	"2010/08"	12	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2010"	"2010"	"Sep., 2010"	"2010/09"	17	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2010"	"2010"	"Oct., 2010"	"2010/10"	17	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2010"	"2010"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2010"	"2010"	"Dec., 2010"	"2010/12"	18	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2011"	"2011"	"Jan., 2011"	"2011/01"	15	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2011"	"2011"	"Feb., 2011"	"2011/02"	12	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2011"	"2011"	"Mar., 2011"	"2011/03"	13	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2011"	"2011"	"Apr., 2011"	"2011/04"	17	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2011"	"2011"	"May, 2011"	"2011/05"	16	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2011"	"2011"	"Jul., 2011"	"2011/07"	14	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2011"	"2011"	"Aug., 2011"	"2011/08"	17	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2011"	"2011"	"Sep., 2011"	"2011/09"	14	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2011"	"2011"	"Oct., 2011"	"2011/10"	16	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2011"	"2011"	"Nov., 2011"	"2011/11"	10	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2011"	"2011"	"Dec., 2011"	"2011/12"	12	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2012"	"2012"	"Jan., 2012"	"2012/01"	18	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2012"	"2012"	"Mar., 2012"	"2012/03"	18	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2012"	"2012"	"May, 2012"	"2012/05"	18	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2012"	"2012"	"Jun., 2012"	"2012/06"	13	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2012"	"2012"	"Jul., 2012"	"2012/07"	16	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2012"	"2012"	"Aug., 2012"	"2012/08"	16	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2012"	"2012"	"Sep., 2012"	"2012/09"	14	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2012"	"2012"	"Oct., 2012"	"2012/10"	19	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2012"	"2012"	"Nov., 2012"	"2012/11"	10	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2013"	"2013"	"Jan., 2013"	"2013/01"	21	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2013"	"2013"	"Feb., 2013"	"2013/02"	12	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2013"	"2013"	"Mar., 2013"	"2013/03"	17	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2013"	"2013"	"Apr., 2013"	"2013/04"	15	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2013"	"2013"	"May, 2013"	"2013/05"	10	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2013"	"2013"	"Jun., 2013"	"2013/06"	22	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2013"	"2013"	"Jul., 2013"	"2013/07"	10	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2013"	"2013"	"Sep., 2013"	"2013/09"	11	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2013"	"2013"	"Oct., 2013"	"2013/10"	14	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2013"	"2013"	"Nov., 2013"	"2013/11"	11	Not Applicable	Not Applicable
	"Hillsborough County, FL"	"12057"	"2013"	"2013"	"Dec., 2013"	"2013/12"	14	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2010"	"2010"	"May, 2010"	"2010/05"	11	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2010"	"2010"	"Jun., 2010"	"2010/06"	11	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2010"	"2010"	"Jul., 2010"	"2010/07"	13	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2010"	"2010"	"Sep., 2010"	"2010/09"	10	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2010"	"2010"	"Oct., 2010"	"2010/10"	11	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2010"	"2010"	"Nov., 2010"	"2010/11"	15	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2011"	"2011"	"Jan., 2011"	"2011/01"	13	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2011"	"2011"	"Mar., 2011"	"2011/03"	16	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2011"	"2011"	"May, 2011"	"2011/05"	11	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2011"	"2011"	"Oct., 2011"	"2011/10"	10	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2012"	"2012"	"Feb., 2012"	"2012/02"	10	Not Applicable	Not Applicable
	"Lee County, FL"	"12071"	"2012"	"2012"	"Apr., 2012"	"2012/04"	12	Not Applicable	Not Applicable
